base_pwsid,resolved_pwsid,system_name,display_name,county,monitoring_end_date,year,lead_90th_ppb,above_action_level,lines_replaced,inventory_year,inventory_lead,inventory_gpcl,inventory_unknown,total_to_identify_or_replace,inventory_complete_flag
MI0002745,MI0002745,CHARTER TOWNSHIP OF GRAND BLANC,CHARTER TOWNSHIP OF GRAND BLANC,GENESEE,2025-12-31,2025,0.0,False,,2025.0,,,2216.0,,False
MI0002750,MI0002750,GRAND HAVEN,GRAND HAVEN,OTTAWA,2016-12-31,2016,0.0,False,,2025.0,,,,,
MI0002750,MI0002750,GRAND HAVEN,GRAND HAVEN,OTTAWA,2019-12-31,2019,1.0,False,,2025.0,,,,,
MI0002750,MI0002750,GRAND HAVEN,GRAND HAVEN,OTTAWA,2022-12-31,2022,0.0,False,26.0,2025.0,,,,,
MI0002750,MI0002750,GRAND HAVEN,GRAND HAVEN,OTTAWA,2025-12-31,2025,0.0,False,,2025.0,1223.0,130.0,0.0,1353.0,True
MI0002760,MI0002760,GRAND HAVEN TOWNSHIP,GRAND HAVEN TOWNSHIP,OTTAWA,2016-12-31,2016,0.0,False,,2025.0,,,,,
MI0002760,MI0002760,GRAND HAVEN TOWNSHIP,GRAND HAVEN TOWNSHIP,OTTAWA,2019-12-31,2019,0.0,False,,2025.0,,,,,
MI0002760,MI0002760,GRAND HAVEN TOWNSHIP,GRAND HAVEN TOWNSHIP,OTTAWA,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0002760,MI0002760,GRAND HAVEN TOWNSHIP,GRAND HAVEN TOWNSHIP,OTTAWA,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0002760,MI0002760,GRAND HAVEN TOWNSHIP,GRAND HAVEN TOWNSHIP,OTTAWA,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0002760,MI0002760,GRAND HAVEN TOWNSHIP,GRAND HAVEN TOWNSHIP,OTTAWA,2023-12-31,2023,1.0,False,,2025.0,,,,,
MI0002760,MI0002760,GRAND HAVEN TOWNSHIP,GRAND HAVEN TOWNSHIP,OTTAWA,2024-06-30,2024,2.0,False,,2025.0,,,,,
MI0002760,MI0002760,GRAND HAVEN TOWNSHIP,GRAND HAVEN TOWNSHIP,OTTAWA,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0002760,MI0002760,GRAND HAVEN TOWNSHIP,GRAND HAVEN TOWNSHIP,OTTAWA,2025-12-31,2025,1.0,False,,2025.0,1422.0,116.0,0.0,1538.0,True
MI0002770,MI0002770,"GRAND LEDGE, CITY OF","GRAND LEDGE, CITY OF",EATON,2017-12-31,2017,4.0,False,,2025.0,,,,,
MI0002770,MI0002770,"GRAND LEDGE, CITY OF","GRAND LEDGE, CITY OF",EATON,2019-12-31,2019,4.0,False,,2025.0,,,,,
MI0002770,MI0002770,"GRAND LEDGE, CITY OF","GRAND LEDGE, CITY OF",EATON,2020-06-30,2020,2.0,False,,2025.0,,,,,
MI0002770,MI0002770,"GRAND LEDGE, CITY OF","GRAND LEDGE, CITY OF",EATON,2021-06-30,2021,2.0,False,7.0,2025.0,,,,,
MI0002770,MI0002770,"GRAND LEDGE, CITY OF","GRAND LEDGE, CITY OF",EATON,2022-12-31,2022,10.0,False,16.0,2025.0,,,,,
MI0002770,MI0002770,"GRAND LEDGE, CITY OF","GRAND LEDGE, CITY OF",EATON,2023-12-31,2023,1.0,False,,2025.0,,,,,
MI0002770,MI0002770,"GRAND LEDGE, CITY OF","GRAND LEDGE, CITY OF",EATON,2023-12-31,2023,1.0,False,,2025.0,,,,,
MI0002780,MI0002780,BURT TOWNSHIP,BURT TOWNSHIP,ALGER,2016-12-31,2016,4.0,False,,2025.0,,,,,
MI0002780,MI0002780,BURT TOWNSHIP,BURT TOWNSHIP,ALGER,2019-12-31,2019,4.0,False,,2025.0,,,,,
MI0002780,MI0002780,BURT TOWNSHIP,BURT TOWNSHIP,ALGER,2022-12-31,2022,3.0,False,,2025.0,,,,,
MI0002780,MI0002780,BURT TOWNSHIP,BURT TOWNSHIP,ALGER,2025-12-31,2025,5.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0002785,MI0002785,GRAND POINTE SUBDIVISION,GRAND POINTE SUBDIVISION,EATON,2018-12-31,2018,4.0,False,,2025.0,,,,,
MI0002785,MI0002785,GRAND POINTE SUBDIVISION,GRAND POINTE SUBDIVISION,EATON,2021-12-31,2021,2.0,False,,2025.0,,,,,
MI0002785,MI0002785,GRAND POINTE SUBDIVISION,GRAND POINTE SUBDIVISION,EATON,2024-12-31,2024,5.0,False,,2025.0,,,,,
MI0002785,MI0002785,GRAND POINTE SUBDIVISION,GRAND POINTE SUBDIVISION,EATON,2025-12-31,2025,34.0,True,,2025.0,0.0,0.0,0.0,0.0,True
MI0002790,MI0002790,GRAND RAPIDS,GRAND RAPIDS,KENT,2016-12-31,2016,4.0,False,,2025.0,,,,,
MI0002790,MI0002790,GRAND RAPIDS,GRAND RAPIDS,KENT,2019-12-31,2019,6.0,False,,2025.0,,,,,
MI0002790,MI0002790,GRAND RAPIDS,GRAND RAPIDS,KENT,2020-12-31,2020,9.0,False,,2025.0,,,,,
MI0002790,MI0002790,GRAND RAPIDS,GRAND RAPIDS,KENT,2021-12-31,2021,10.0,False,640.0,2025.0,,,,,
MI0002790,MI0002790,GRAND RAPIDS,GRAND RAPIDS,KENT,2022-12-31,2022,14.0,True,946.0,2025.0,,,,,
MI0002790,MI0002790,GRAND RAPIDS,GRAND RAPIDS,KENT,2023-12-31,2023,8.0,False,2478.0,2025.0,,,,,
MI0002790,MI0002790,GRAND RAPIDS,GRAND RAPIDS,KENT,2024-12-31,2024,6.0,False,1419.0,2025.0,,,,,
MI0002790,MI0002790,GRAND RAPIDS,GRAND RAPIDS,KENT,2025-12-31,2025,7.0,False,,2025.0,19430.0,0.0,394.0,19824.0,False
MI0002805,MI0002805,GRAND TRAVERSE CONDOMINIUMS,GRAND TRAVERSE CONDOMINIUMS,GRAND TRAVERSE,2016-12-31,2016,10.0,False,,2025.0,,,,,
MI0002805,MI0002805,GRAND TRAVERSE CONDOMINIUMS,GRAND TRAVERSE CONDOMINIUMS,GRAND TRAVERSE,2019-12-31,2019,8.0,False,,2025.0,,,,,
MI0002805,MI0002805,GRAND TRAVERSE CONDOMINIUMS,GRAND TRAVERSE CONDOMINIUMS,GRAND TRAVERSE,2022-12-31,2022,5.0,False,,2025.0,,,,,
MI0002805,MI0002805,GRAND TRAVERSE CONDOMINIUMS,GRAND TRAVERSE CONDOMINIUMS,GRAND TRAVERSE,2025-12-31,2025,0.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0002809,MI0002809,GRAND VALLEY ESTATES,GRAND VALLEY ESTATES,KENT,2016-12-31,2016,0.0,False,,2025.0,,,,,
MI0002809,MI0002809,GRAND VALLEY ESTATES,GRAND VALLEY ESTATES,KENT,2019-12-31,2019,1.0,False,,2025.0,,,,,
MI0002809,MI0002809,GRAND VALLEY ESTATES,GRAND VALLEY ESTATES,KENT,2022-12-31,2022,1.0,False,,2025.0,,,,,
MI0002809,MI0002809,GRAND VALLEY ESTATES,GRAND VALLEY ESTATES,KENT,2025-12-31,2025,1.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0002820,MI0002820,GRANDVILLE,GRANDVILLE,KENT,2016-12-31,2016,2.0,False,,2025.0,,,,,
MI0002820,MI0002820,GRANDVILLE,GRANDVILLE,KENT,2019-12-31,2019,2.0,False,,2025.0,,,,,
MI0002820,MI0002820,GRANDVILLE,GRANDVILLE,KENT,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0002820,MI0002820,GRANDVILLE,GRANDVILLE,KENT,2025-12-31,2025,0.0,False,,2025.0,0.0,100.0,0.0,100.0,True
MI0002823,MI0002823,GRANT,GRANT,NEWAYGO,2016-12-31,2016,0.0,False,,2025.0,,,,,
MI0002823,MI0002823,GRANT,GRANT,NEWAYGO,2019-12-31,2019,2.0,False,,2025.0,,,,,
MI0002823,MI0002823,GRANT,GRANT,NEWAYGO,2022-12-31,2022,2.0,False,,2025.0,,,,,
MI0002823,MI0002823,GRANT,GRANT,NEWAYGO,2025-12-31,2025,0.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0002830,MI0002830,GRASS LAKE,GRASS LAKE,JACKSON,2016-12-31,2016,2.0,False,,2025.0,,,,,
MI0002830,MI0002830,GRASS LAKE,GRASS LAKE,JACKSON,2019-12-31,2019,0.0,False,,2025.0,,,,,
MI0002830,MI0002830,GRASS LAKE,GRASS LAKE,JACKSON,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0002830,MI0002830,GRASS LAKE,GRASS LAKE,JACKSON,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0002830,MI0002830,GRASS LAKE,GRASS LAKE,JACKSON,2022-12-31,2022,12.0,False,,2025.0,,,,,
MI0002830,MI0002830,GRASS LAKE,GRASS LAKE,JACKSON,2023-12-31,2023,12.0,False,,2025.0,,,,,
MI0002830,MI0002830,GRASS LAKE,GRASS LAKE,JACKSON,2024-12-31,2024,1.0,False,2.0,2025.0,,,,,
MI0002830,MI0002830,GRASS LAKE,GRASS LAKE,JACKSON,2025-12-31,2025,0.0,False,,2025.0,0.0,0.0,242.0,242.0,True
MI0002837,MI0002837,GREENFIELD ESTATES,GREENFIELD ESTATES,ALLEGAN,2018-12-31,2018,0.0,False,,2025.0,,,,,
MI0002837,MI0002837,GREENFIELD ESTATES,GREENFIELD ESTATES,ALLEGAN,2021-12-31,2021,0.0,False,,2025.0,,,,,
MI0002837,MI0002837,GREENFIELD ESTATES,GREENFIELD ESTATES,ALLEGAN,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0002839,MI0002839,GREAT LAKES ADVENTIST ACADEMY,GREAT LAKES ADVENTIST ACADEMY,MONTCALM,2018-12-31,2018,0.0,False,,2025.0,,,,,
MI0002839,MI0002839,GREAT LAKES ADVENTIST ACADEMY,GREAT LAKES ADVENTIST ACADEMY,MONTCALM,2021-12-31,2021,3.0,False,,2025.0,,,,,
MI0002839,MI0002839,GREAT LAKES ADVENTIST ACADEMY,GREAT LAKES ADVENTIST ACADEMY,MONTCALM,2024-12-31,2024,3.0,False,,2025.0,,,,,
MI0002840,MI0002840,"GRAYLING, CITY OF","GRAYLING, CITY OF",CRAWFORD,2018-12-31,2018,1.0,False,,2025.0,,,,,
MI0002840,MI0002840,"GRAYLING, CITY OF","GRAYLING, CITY OF",CRAWFORD,2021-06-30,2021,3.0,False,1.0,2025.0,,,,,
MI0002840,MI0002840,"GRAYLING, CITY OF","GRAYLING, CITY OF",CRAWFORD,2021-12-31,2021,0.0,False,1.0,2025.0,,,,,
MI0002840,MI0002840,"GRAYLING, CITY OF","GRAYLING, CITY OF",CRAWFORD,2024-12-31,2024,0.0,False,1.0,2025.0,,,,,
MI0002843,MI0002843,GREEN LAKE TOWNSHIP,GREEN LAKE TOWNSHIP,GRAND TRAVERSE,2023-06-30,2023,6.0,False,,2025.0,,,,,
MI0002843,MI0002843,GREEN LAKE TOWNSHIP,GREEN LAKE TOWNSHIP,GRAND TRAVERSE,2023-12-31,2023,5.0,False,,2025.0,,,,,
MI0002843,MI0002843,GREEN LAKE TOWNSHIP,GREEN LAKE TOWNSHIP,GRAND TRAVERSE,2024-12-31,2024,4.0,False,,2025.0,,,,,
MI0002843,MI0002843,GREEN LAKE TOWNSHIP,GREEN LAKE TOWNSHIP,GRAND TRAVERSE,2025-12-31,2025,9.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0002845,MI0002845,GREGG APARTMENTS,GREGG APARTMENTS,KENT,2016-12-31,2016,2.0,False,,2025.0,,,,,
MI0002845,MI0002845,GREGG APARTMENTS,GREGG APARTMENTS,KENT,2019-12-31,2019,5.0,False,,2025.0,,,,,
MI0002845,MI0002845,GREGG APARTMENTS,GREGG APARTMENTS,KENT,2022-12-31,2022,1.0,False,,2025.0,,,,,
MI0002845,MI0002845,GREGG APARTMENTS,GREGG APARTMENTS,KENT,2025-12-31,2025,1.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0002846,MI0002846,GREENFIELD POINTE SUBDIVISION,GREENFIELD POINTE SUBDIVISION,LIVINGSTON,2018-12-31,2018,4.0,False,,2025.0,,,,,
MI0002846,MI0002846,GREENFIELD POINTE SUBDIVISION,GREENFIELD POINTE SUBDIVISION,LIVINGSTON,2019-06-30,2019,2.0,False,,2025.0,,,,,
MI0002846,MI0002846,GREENFIELD POINTE SUBDIVISION,GREENFIELD POINTE SUBDIVISION,LIVINGSTON,2019-12-31,2019,3.0,False,,2025.0,,,,,
MI0002846,MI0002846,GREENFIELD POINTE SUBDIVISION,GREENFIELD POINTE SUBDIVISION,LIVINGSTON,2020-06-30,2020,3.0,False,,2025.0,,,,,
MI0002846,MI0002846,GREENFIELD POINTE SUBDIVISION,GREENFIELD POINTE SUBDIVISION,LIVINGSTON,2020-12-31,2020,2.0,False,,2025.0,,,,,
MI0002846,MI0002846,GREENFIELD POINTE SUBDIVISION,GREENFIELD POINTE SUBDIVISION,LIVINGSTON,2021-12-31,2021,3.0,False,,2025.0,,,,,
MI0002846,MI0002846,GREENFIELD POINTE SUBDIVISION,GREENFIELD POINTE SUBDIVISION,LIVINGSTON,2022-12-31,2022,2.0,False,,2025.0,,,,,
MI0002846,MI0002846,GREENFIELD POINTE SUBDIVISION,GREENFIELD POINTE SUBDIVISION,LIVINGSTON,2023-12-31,2023,2.0,False,,2025.0,,,,,
MI0002846,MI0002846,GREENFIELD POINTE SUBDIVISION,GREENFIELD POINTE SUBDIVISION,LIVINGSTON,2024-12-31,2024,5.0,False,,2025.0,,,,,
MI0002846,MI0002846,GREENFIELD POINTE SUBDIVISION,GREENFIELD POINTE SUBDIVISION,LIVINGSTON,2025-12-31,2025,2.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0002847,MI0002847,GREENS LAKE APARTMENTS,GREENS LAKE APARTMENTS,OAKLAND,2016-12-31,2016,5.0,False,,2025.0,,,,,
MI0002847,MI0002847,GREENS LAKE APARTMENTS,GREENS LAKE APARTMENTS,OAKLAND,2019-12-31,2019,0.0,False,,2025.0,,,,,
MI0002847,MI0002847,GREENS LAKE APARTMENTS,GREENS LAKE APARTMENTS,OAKLAND,2022-12-31,2022,3.0,False,,2025.0,,,,,
MI0002847,MI0002847,GREENS LAKE APARTMENTS,GREENS LAKE APARTMENTS,OAKLAND,2025-12-31,2025,2.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0002850,MI0002850,GREENVILLE,GREENVILLE,MONTCALM,2017-12-31,2017,12.0,False,,2025.0,,,,,
MI0002850,MI0002850,GREENVILLE,GREENVILLE,MONTCALM,2020-12-31,2020,3.0,False,,2025.0,,,,,
MI0002850,MI0002850,GREENVILLE,GREENVILLE,MONTCALM,2023-12-31,2023,9.0,False,40.0,2025.0,,,,,
MI0002850,MI0002850,GREENVILLE,GREENVILLE,MONTCALM,2023-12-31,2023,9.0,False,40.0,2025.0,,,,,
MI0002851,MI0002851,GREENVILLE ACRES,GREENVILLE ACRES,MONTCALM,2016-12-31,2016,0.0,False,,,,,,,
MI0002851,MI0002851,GREENVILLE ACRES,GREENVILLE ACRES,MONTCALM,2019-12-31,2019,0.0,False,,,,,,,
MI0002860,MI0002860,ELY TOWNSHIP-GREENWOOD,ELY TOWNSHIP-GREENWOOD,MARQUETTE,2017-12-31,2017,7.0,False,,2025.0,,,,,
MI0002860,MI0002860,ELY TOWNSHIP-GREENWOOD,ELY TOWNSHIP-GREENWOOD,MARQUETTE,2018-12-31,2018,7.0,False,,2025.0,,,,,
MI0002860,MI0002860,ELY TOWNSHIP-GREENWOOD,ELY TOWNSHIP-GREENWOOD,MARQUETTE,2020-12-31,2020,2.0,False,,2025.0,,,,,
MI0002860,MI0002860,ELY TOWNSHIP-GREENWOOD,ELY TOWNSHIP-GREENWOOD,MARQUETTE,2023-12-31,2023,8.0,False,,2025.0,,,,,
MI0002870,MI0002870,GROSSE ILE TOWNSHIP,GROSSE ILE TOWNSHIP,WAYNE,2017-12-31,2017,6.0,False,,2025.0,,,,,
MI0002870,MI0002870,GROSSE ILE TOWNSHIP,GROSSE ILE TOWNSHIP,WAYNE,2019-12-31,2019,4.0,False,,2025.0,,,,,
MI0002870,MI0002870,GROSSE ILE TOWNSHIP,GROSSE ILE TOWNSHIP,WAYNE,2020-12-31,2020,7.0,False,,2025.0,,,,,
MI0002870,MI0002870,GROSSE ILE TOWNSHIP,GROSSE ILE TOWNSHIP,WAYNE,2021-12-31,2021,6.0,False,3.0,2025.0,,,,,
MI0002870,MI0002870,GROSSE ILE TOWNSHIP,GROSSE ILE TOWNSHIP,WAYNE,2022-12-31,2022,8.0,False,2.0,2025.0,,,,,
MI0002870,MI0002870,GROSSE ILE TOWNSHIP,GROSSE ILE TOWNSHIP,WAYNE,2023-12-31,2023,7.0,False,1.0,2025.0,,,,,
MI0002870,MI0002870,GROSSE ILE TOWNSHIP,GROSSE ILE TOWNSHIP,WAYNE,2024-12-31,2024,10.0,False,2.0,2025.0,,,,,
MI0002870,MI0002870,GROSSE ILE TOWNSHIP,GROSSE ILE TOWNSHIP,WAYNE,2025-12-31,2025,19.0,True,,2025.0,28.0,0.0,0.0,28.0,True
MI0002880,MI0002880,"GROSSE POINTE, CITY OF","GROSSE POINTE, CITY OF",WAYNE,2016-12-31,2016,0.0,False,,2025.0,,,,,
MI0002880,MI0002880,"GROSSE POINTE, CITY OF","GROSSE POINTE, CITY OF",WAYNE,2019-12-31,2019,3.0,False,,2025.0,,,,,
MI0002880,MI0002880,"GROSSE POINTE, CITY OF","GROSSE POINTE, CITY OF",WAYNE,2020-12-31,2020,3.0,False,,2025.0,,,,,
MI0002880,MI0002880,"GROSSE POINTE, CITY OF","GROSSE POINTE, CITY OF",WAYNE,2021-12-31,2021,2.0,False,24.0,2025.0,,,,,
MI0002880,MI0002880,"GROSSE POINTE, CITY OF","GROSSE POINTE, CITY OF",WAYNE,2022-12-31,2022,4.0,False,,2025.0,,,,,
MI0002880,MI0002880,"GROSSE POINTE, CITY OF","GROSSE POINTE, CITY OF",WAYNE,2023-12-31,2023,3.0,False,35.0,2025.0,,,,,
MI0002880,MI0002880,"GROSSE POINTE, CITY OF","GROSSE POINTE, CITY OF",WAYNE,2024-12-31,2024,3.0,False,26.0,2025.0,,,,,
MI0002880,MI0002880,"GROSSE POINTE, CITY OF","GROSSE POINTE, CITY OF",WAYNE,2025-12-31,2025,2.0,False,,2025.0,113.0,5.0,1199.0,1317.0,True
MI0002890,MI0002890,GROSSE POINTE FARMS,GROSSE POINTE FARMS,WAYNE,2016-12-31,2016,0.0,False,,2025.0,,,,,
MI0002890,MI0002890,GROSSE POINTE FARMS,GROSSE POINTE FARMS,WAYNE,2019-12-31,2019,8.0,False,,2025.0,,,,,
MI0002890,MI0002890,GROSSE POINTE FARMS,GROSSE POINTE FARMS,WAYNE,2020-12-31,2020,5.0,False,,2025.0,,,,,
MI0002890,MI0002890,GROSSE POINTE FARMS,GROSSE POINTE FARMS,WAYNE,2021-12-31,2021,3.0,False,14.0,2025.0,,,,,
MI0002890,MI0002890,GROSSE POINTE FARMS,GROSSE POINTE FARMS,WAYNE,2022-12-31,2022,6.0,False,14.0,2025.0,,,,,
MI0002890,MI0002890,GROSSE POINTE FARMS,GROSSE POINTE FARMS,WAYNE,2023-12-31,2023,4.0,False,14.0,2025.0,,,,,
MI0002890,MI0002890,GROSSE POINTE FARMS,GROSSE POINTE FARMS,WAYNE,2024-12-31,2024,3.0,False,14.0,2025.0,,,,,
MI0002890,MI0002890,GROSSE POINTE FARMS,GROSSE POINTE FARMS,WAYNE,2025-12-31,2025,3.0,False,,2025.0,244.0,0.0,0.0,244.0,True
MI0002900,MI0002900,GROSSE POINTE PARK,GROSSE POINTE PARK,WAYNE,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0002900,MI0002900,GROSSE POINTE PARK,GROSSE POINTE PARK,WAYNE,2019-12-31,2019,9.0,False,,2025.0,,,,,
MI0002900,MI0002900,GROSSE POINTE PARK,GROSSE POINTE PARK,WAYNE,2020-12-31,2020,4.0,False,,2025.0,,,,,
MI0002900,MI0002900,GROSSE POINTE PARK,GROSSE POINTE PARK,WAYNE,2021-12-31,2021,7.0,False,2.0,2025.0,,,,,
MI0002900,MI0002900,GROSSE POINTE PARK,GROSSE POINTE PARK,WAYNE,2022-12-31,2022,7.0,False,6.0,2025.0,,,,,
MI0002900,MI0002900,GROSSE POINTE PARK,GROSSE POINTE PARK,WAYNE,2023-12-31,2023,7.0,False,7.0,2025.0,,,,,
MI0002900,MI0002900,GROSSE POINTE PARK,GROSSE POINTE PARK,WAYNE,2024-06-30,2024,5.0,False,81.0,2025.0,,,,,
MI0002900,MI0002900,GROSSE POINTE PARK,GROSSE POINTE PARK,WAYNE,2024-12-31,2024,4.0,False,81.0,2025.0,,,,,
MI0002900,MI0002900,GROSSE POINTE PARK,GROSSE POINTE PARK,WAYNE,2025-06-30,2025,3.0,False,,2025.0,1999.0,1.0,13.0,2013.0,True
MI0002910,MI0002910,GROSSE POINTE SHORES,GROSSE POINTE SHORES,WAYNE,2017-12-31,2017,2.0,False,,2025.0,,,,,
MI0002910,MI0002910,GROSSE POINTE SHORES,GROSSE POINTE SHORES,WAYNE,2019-12-31,2019,0.0,False,,2025.0,,,,,
MI0002910,MI0002910,GROSSE POINTE SHORES,GROSSE POINTE SHORES,WAYNE,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0002910,MI0002910,GROSSE POINTE SHORES,GROSSE POINTE SHORES,WAYNE,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0002910,MI0002910,GROSSE POINTE SHORES,GROSSE POINTE SHORES,WAYNE,2022-12-31,2022,2.0,False,,2025.0,,,,,
MI0002910,MI0002910,GROSSE POINTE SHORES,GROSSE POINTE SHORES,WAYNE,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0002910,MI0002910,GROSSE POINTE SHORES,GROSSE POINTE SHORES,WAYNE,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0002910,MI0002910,GROSSE POINTE SHORES,GROSSE POINTE SHORES,WAYNE,2025-12-31,2025,0.0,False,,2025.0,1.0,0.0,689.0,690.0,True
MI0002920,MI0002920,GROSSE POINTE WOODS,GROSSE POINTE WOODS,WAYNE,2017-12-31,2017,1.0,False,,2025.0,,,,,
MI0002920,MI0002920,GROSSE POINTE WOODS,GROSSE POINTE WOODS,WAYNE,2019-12-31,2019,5.0,False,,2025.0,,,,,
MI0002920,MI0002920,GROSSE POINTE WOODS,GROSSE POINTE WOODS,WAYNE,2020-12-31,2020,10.0,False,,2025.0,,,,,
MI0002920,MI0002920,GROSSE POINTE WOODS,GROSSE POINTE WOODS,WAYNE,2021-12-31,2021,9.0,False,3.0,2025.0,,,,,
MI0002920,MI0002920,GROSSE POINTE WOODS,GROSSE POINTE WOODS,WAYNE,2022-12-31,2022,10.0,False,36.0,2025.0,,,,,
MI0002920,MI0002920,GROSSE POINTE WOODS,GROSSE POINTE WOODS,WAYNE,2023-12-31,2023,11.0,False,25.0,2025.0,,,,,
MI0002920,MI0002920,GROSSE POINTE WOODS,GROSSE POINTE WOODS,WAYNE,2024-12-31,2024,10.0,False,4.0,2025.0,,,,,
MI0002920,MI0002920,GROSSE POINTE WOODS,GROSSE POINTE WOODS,WAYNE,2025-12-31,2025,13.0,True,,2025.0,69.0,35.0,6448.0,6552.0,True
MI0002925,MI0002925,LAKE DOSTER,LAKE DOSTER,ALLEGAN,2018-12-31,2018,0.0,False,,2025.0,,,,,
MI0002925,MI0002925,LAKE DOSTER,LAKE DOSTER,ALLEGAN,2021-12-31,2021,0.0,False,,2025.0,,,,,
MI0002925,MI0002925,LAKE DOSTER,LAKE DOSTER,ALLEGAN,2024-12-31,2024,0.0,False,,2025.0,,,,,
MI0002925,MI0002925,LAKE DOSTER,LAKE DOSTER,ALLEGAN,2024-12-31,2024,0.0,False,,2025.0,,,,,
MI0002926,MI0002926,GUN PLAIN TOWNSHIP,GUN PLAIN TOWNSHIP,ALLEGAN,2019-06-30,2019,2.0,False,,2025.0,,,,,
MI0002926,MI0002926,GUN PLAIN TOWNSHIP,GUN PLAIN TOWNSHIP,ALLEGAN,2019-12-31,2019,2.0,False,,2025.0,,,,,
MI0002926,MI0002926,GUN PLAIN TOWNSHIP,GUN PLAIN TOWNSHIP,ALLEGAN,2022-12-31,2022,1.0,False,,2025.0,,,,,
MI0002926,MI0002926,GUN PLAIN TOWNSHIP,GUN PLAIN TOWNSHIP,ALLEGAN,2025-12-31,2025,0.0,False,,2025.0,,,,,False
MI0002940,MI0002940,STAMBAUGH TWP - HAGERMAN LAKE,STAMBAUGH TWP - HAGERMAN LAKE,IRON,2018-12-31,2018,2.0,False,,2025.0,,,,,
MI0002940,MI0002940,STAMBAUGH TWP - HAGERMAN LAKE,STAMBAUGH TWP - HAGERMAN LAKE,IRON,2021-12-31,2021,4.0,False,,2025.0,,,,,
MI0002940,MI0002940,STAMBAUGH TWP - HAGERMAN LAKE,STAMBAUGH TWP - HAGERMAN LAKE,IRON,2024-12-31,2024,12.0,False,,2025.0,,,,,
MI0002943,MI0002943,HALE HOMESTEAD APARTMENTS,HALE HOMESTEAD APARTMENTS,IOSCO,2016-12-31,2016,4.0,False,,2025.0,,,,,
MI0002943,MI0002943,HALE HOMESTEAD APARTMENTS,HALE HOMESTEAD APARTMENTS,IOSCO,2019-12-31,2019,2.0,False,,2025.0,,,,,
MI0002943,MI0002943,HALE HOMESTEAD APARTMENTS,HALE HOMESTEAD APARTMENTS,IOSCO,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0002943,MI0002943,HALE HOMESTEAD APARTMENTS,HALE HOMESTEAD APARTMENTS,IOSCO,2023-12-31,2023,7.0,False,,2025.0,,,,,
MI0002943,MI0002943,HALE HOMESTEAD APARTMENTS,HALE HOMESTEAD APARTMENTS,IOSCO,2024-09-30,2024,57.0,True,,2025.0,,,,,
MI0002943,MI0002943,HALE HOMESTEAD APARTMENTS,HALE HOMESTEAD APARTMENTS,IOSCO,2025-06-30,2025,31.0,True,,2025.0,,,,,False
MI0002943,MI0002943,HALE HOMESTEAD APARTMENTS,HALE HOMESTEAD APARTMENTS,IOSCO,2025-12-31,2025,4.0,False,,2025.0,,,,,False
MI0002944,MI0002944,HAMLET VILLAGE CONDOMINIUMS ASSOCIATION,HAMLET VILLAGE CONDOMINIUMS ASSOCIATION,EMMET,2016-12-31,2016,4.0,False,,2025.0,,,,,
MI0002944,MI0002944,HAMLET VILLAGE CONDOMINIUMS ASSOCIATION,HAMLET VILLAGE CONDOMINIUMS ASSOCIATION,EMMET,2019-12-31,2019,9.0,False,,2025.0,,,,,
MI0002944,MI0002944,HAMLET VILLAGE CONDOMINIUMS ASSOCIATION,HAMLET VILLAGE CONDOMINIUMS ASSOCIATION,EMMET,2022-12-31,2022,9.0,False,,2025.0,,,,,
MI0002944,MI0002944,HAMLET VILLAGE CONDOMINIUMS ASSOCIATION,HAMLET VILLAGE CONDOMINIUMS ASSOCIATION,EMMET,2025-12-31,2025,30.0,True,,2025.0,0.0,0.0,45.0,45.0,True
MI0002945,MI0002945,HAMLET WEST PROPERTY OWNERS ASSOC,HAMLET WEST PROPERTY OWNERS ASSOC,EMMET,2016-12-31,2016,3.0,False,,2025.0,,,,,
MI0002945,MI0002945,HAMLET WEST PROPERTY OWNERS ASSOC,HAMLET WEST PROPERTY OWNERS ASSOC,EMMET,2019-12-31,2019,5.0,False,,2025.0,,,,,
MI0002945,MI0002945,HAMLET WEST PROPERTY OWNERS ASSOC,HAMLET WEST PROPERTY OWNERS ASSOC,EMMET,2022-12-31,2022,5.0,False,,2025.0,,,,,
